Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	 23	X	  3	   109.5	     204.125	          100.000	                  	
155	 940	A	 23	X	  3	   114.5	     204.175	           90.000	                  	
155	 940	A	 23	X	  3	   119.5	     204.225	           93.000	                  	
155	 940	A	 23	X	  3	   124.4	     204.274	           92.000	                  	
155	 940	A	 23	X	  3	   129.4	     204.324	           84.000	                  	
155	 940	A	 23	X	  3	   134.5	     204.375	           95.000	                  	
155	 940	A	 23	X	  3	   139.4	     204.424	           91.000	                  	
155	 940	A	 23	X	  3	   144.5	     204.475	           96.000	                  	
155	 940	A	 23	X	  4	     4.6	     204.576	           91.000	                  	
155	 940	A	 23	X	  4	     9.4	     204.624	           95.000	                  	
155	 940	A	 23	X	  4	    14.4	     204.674	           97.000	                  	
155	 940	A	 23	X	  4	    19.4	     204.724	          115.000	                  	
155	 940	A	 23	X	  4	    24.6	     204.776	           96.000	                  	
155	 940	A	 23	X	  4	    29.4	     204.824	           87.000	                  	
155	 940	A	 23	X	  4	    34.4	     204.874	           93.000	                  	
155	 940	A	 23	X	  4	    39.6	     204.926	           91.000	                  	
155	 940	A	 23	X	  4	    44.4	     204.974	           90.000	                  	
155	 940	A	 23	X	  4	    49.5	     205.025	           93.000	                  	
155	 940	A	 23	X	  4	    54.4	     205.074	          103.000	                  	
155	 940	A	 23	X	  4	    59.5	     205.125	          100.000	                  	
155	 940	A	 23	X	  4	    64.4	     205.174	           98.000	                  	
155	 940	A	 23	X	  4	    69.4	     205.224	           96.000	                  	
155	 940	A	 23	X	  4	    74.6	     205.276	          102.000	                  	
155	 940	A	 23	X	  4	    79.4	     205.324	          110.000	                  	
155	 940	A	 23	X	  4	    84.5	     205.375	           98.000	                  	
155	 940	A	 23	X	  4	    89.4	     205.424	           97.000	                  	
155	 940	A	 23	X	  4	    94.4	     205.474	           95.000	                  	
155	 940	A	 23	X	  4	    99.4	     205.524	           94.000	                  	
155	 940	A	 23	X	  4	   104.4	     205.574	          104.000	                  	
155	 940	A	 23	X	  4	   109.5	     205.625	           94.000	                  	
155	 940	A	 23	X	  4	   114.4	     205.674	           98.000	                  	
155	 940	A	 23	X	  4	   119.5	     205.725	           95.000	                  	
155	 940	A	 23	X	  4	   124.4	     205.774	           95.000	                  	
155	 940	A	 23	X	  4	   129.4	     205.824	           88.000	                  	
155	 940	A	 23	X	  4	   134.5	     205.875	          103.000	                  	
155	 940	A	 23	X	  4	   139.4	     205.924	           93.000	                  	
155	 940	A	 23	X	  4	   144.4	     205.974	           87.000	                  	
155	 940	A	 23	X	  5	     4.6	     206.076	          103.000	                  	
155	 940	A	 23	X	  5	     9.4	     206.124	          103.000	                  	
155	 940	A	 23	X	  5	    14.4	     206.174	          110.000	                  	
155	 940	A	 23	X	  5	    19.4	     206.224	          101.000	                  	
155	 940	A	 23	X	  5	    24.5	     206.275	          106.000	                  	
155	 940	A	 23	X	  5	    29.4	     206.324	           93.000	                  	
155	 940	A	 23	X	  5	    34.4	     206.374	           96.000	                  	
155	 940	A	 23	X	  5	    39.4	     206.424	           98.000	                  	
155	 940	A	 23	X	  5	    44.4	     206.474	           91.000	                  	
155	 940	A	 23	X	  5	    49.4	     206.524	           88.000	                  	
155	 940	A	 23	X	  5	    54.4	     206.574	          100.000	                  	
155	 940	A	 23	X	  5	    59.5	     206.625	           97.000	                  	
155	 940	A	 23	X	  5	    64.4	     206.674	           94.000	                  	
155	 940	A	 23	X	  5	    69.4	     206.724	           92.000	                  	
155	 940	A	 23	X	  5	    74.4	     206.774	           84.000	                  	
155	 940	A	 23	X	  5	    79.4	     206.824	           94.000	                  	
155	 940	A	 23	X	  5	    84.5	     206.875	          102.000	                  	
155	 940	A	 23	X	  5	    89.4	     206.924	          109.000	                  	
155	 940	A	 23	X	  5	    94.4	     206.974	          110.000	                  	
155	 940	A	 23	X	  5	    99.6	     207.026	           92.000	                  	
155	 940	A	 23	X	  5	   104.4	     207.074	           82.000	                  	
155	 940	A	 23	X	  5	   109.6	     207.126	           99.000	                  	
155	 940	A	 23	X	  5	   114.6	     207.176	           99.000	                  	
155	 940	A	 23	X	  5	   119.4	     207.224	           97.000	                  	
155	 940	A	 23	X	  5	   124.4	     207.274	           94.000	                  	
155	 940	A	 23	X	  5	   129.4	     207.324	           97.000	                  	
155	 940	A	 23	X	  5	   134.6	     207.376	           95.000	                  	
155	 940	A	 23	X	  5	   139.4	     207.424	           91.000	                  	
155	 940	A	 23	X	  5	   144.4	     207.474	           84.000	                  	
155	 940	A	 23	X	  6	     4.4	     207.574	           93.000	                  	
155	 940	A	 23	X	  6	     9.4	     207.624	          105.000	                  	
155	 940	A	 23	X	  6	    14.4	     207.674	          100.000	                  	
155	 940	A	 23	X	  6	    19.4	     207.724	           97.000	                  	
155	 940	A	 23	X	  6	    24.4	     207.774	           98.000	                  	
155	 940	A	 23	X	  6	    29.4	     207.824	          102.000	                  	
155	 940	A	 23	X	  6	    34.4	     207.874	           92.000	                  	
155	 940	A	 23	X	  6	    39.6	     207.926	           88.000	                  	
155	 940	A	 23	X	  6	    44.4	     207.974	          101.000	                  	
155	 940	A	 23	X	  6	    49.4	     208.024	          107.000	                  	
155	 940	A	 23	X	  6	    54.4	     208.074	          102.000	                  	
155	 940	A	 23	X	  6	    59.5	     208.125	          113.000	                  	
155	 940	A	 23	X	  6	    64.4	     208.174	           98.000	                  	
155	 940	A	 23	X	  6	    69.4	     208.224	          106.000	                  	
155	 940	A	 23	X	  6	    74.6	     208.276	          114.000	                  	
155	 940	A	 23	X	  6	    79.4	     208.324	          111.000	                  	
155	 940	A	 23	X	  6	    84.5	     208.375	           99.000	                  	
155	 940	A	 23	X	  6	    89.4	     208.424	          100.000	                  	
155	 940	A	 23	X	  6	    94.4	     208.474	          105.000	                  	
155	 940	A	 23	X	  6	    99.5	     208.525	           94.000	                  	
155	 940	A	 23	X	  6	   104.4	     208.574	           96.000	                  	
155	 940	A	 23	X	  6	   109.5	     208.625	           93.000	                  	
155	 940	A	 23	X	  6	   114.4	     208.674	           93.000	                  	
155	 940	A	 23	X	  6	   119.6	     208.726	           95.000	                  	
155	 940	A	 23	X	  6	   124.4	     208.774	          104.000	                  	
155	 940	A	 23	X	  6	   129.6	     208.826	           80.000	                  	
155	 940	A	 23	X	  6	   134.4	     208.874	          105.000	                  	
155	 940	A	 23	X	  6	   139.5	     208.925	          103.000	                  	
155	 940	A	 23	X	  6	   144.4	     208.974	          103.000	                  	
155	 940	A	 23	X	  7	     4.4	     209.074	          103.000	                  	
155	 940	A	 23	X	  7	     9.5	     209.125	          101.000	                  	
155	 940	A	 23	X	  7	    14.4	     209.174	           96.000	                  	
155	 940	A	 23	X	  7	    19.4	     209.224	           79.000	                  	
155	 940	A	 23	X	  7	    24.6	     209.276	           81.000	                  	
155	 940	A	 23	X	  7	    29.4	     209.324	          104.000	                  	
155	 940	A	 23	X	  7	    34.5	     209.375	          104.000	                  	
155	 940	A	 23	X	  7	    39.6	     209.426	           98.000	                  	
155	 940	A	 23	X	  7	    44.4	     209.474	           98.000	                  	
155	 940	A	 23	X	  7	    49.6	     209.526	           79.000	                  	
155	 940	A	 24	X	  1	     4.4	     210.044	           76.000	                  	
155	 940	A	 24	X	  1	     9.4	     210.094	           88.000	                  	
155	 940	A	 24	X	  1	    14.4	     210.144	           94.000	                  	
155	 940	A	 24	X	  1	    19.4	     210.194	           98.000	                  	
155	 940	A	 24	X	  1	    24.4	     210.244	           95.000	                  	
155	 940	A	 24	X	  1	    29.4	     210.294	           98.000	                  	
155	 940	A	 24	X	  1	    34.4	     210.344	           84.000	                  	
155	 940	A	 24	X	  1	    39.4	     210.394	           96.000	                  	
155	 940	A	 24	X	  1	    44.4	     210.444	           93.000	                  	
155	 940	A	 24	X	  1	    49.5	     210.495	           94.000	                  	
155	 940	A	 24	X	  1	    54.4	     210.544	          103.000	                  	
155	 940	A	 24	X	  1	    59.5	     210.595	           98.000	                  	
155	 940	A	 24	X	  1	    64.4	     210.644	           96.000	                  	
155	 940	A	 24	X	  1	    69.5	     210.695	           93.000	                  	
155	 940	A	 24	X	  1	    74.6	     210.746	           96.000	                  	
155	 940	A	 24	X	  1	    79.4	     210.794	          100.000	                  	
155	 940	A	 24	X	  1	    84.4	     210.844	          102.000	                  	
155	 940	A	 24	X	  1	    89.4	     210.894	          111.000	                  	
155	 940	A	 24	X	  1	    94.4	     210.944	          118.000	                  	
155	 940	A	 24	X	  1	    99.4	     210.994	          101.000	                  	
155	 940	A	 24	X	  1	   104.4	     211.044	          110.000	                  	
155	 940	A	 24	X	  1	   109.5	     211.095	          119.000	                  	
155	 940	A	 24	X	  1	   114.4	     211.144	          107.000	                  	
155	 940	A	 24	X	  1	   119.5	     211.195	           94.000	                  	
155	 940	A	 24	X	  1	   124.4	     211.244	          104.000	                  	
155	 940	A	 24	X	  1	   129.4	     211.294	           99.000	                  	
155	 940	A	 24	X	  1	   134.5	     211.345	          105.000	                  	
155	 940	A	 24	X	  1	   139.4	     211.394	           94.000	                  	
155	 940	A	 24	X	  1	   144.4	     211.444	           92.000	                  	
155	 940	A	 24	X	  2	     4.4	     211.544	          110.000	                  	
155	 940	A	 24	X	  2	     9.4	     211.594	          101.000	                  	
155	 940	A	 24	X	  2	    14.4	     211.644	           98.000	                  	
155	 940	A	 24	X	  2	    19.4	     211.694	          102.000	                  	
155	 940	A	 24	X	  2	    24.6	     211.746	          100.000	                  	
