Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	
155	 940	A	  2	H	 6	 144.5	      11.745	         1.819	
155	 940	A	  2	H	 7	   3.9	      11.839	         1.570	
155	 940	A	  2	H	 7	   6.1	      11.861	         1.500	
155	 940	A	  2	H	 7	   7.0	      11.870	         1.550	
155	 940	A	  2	H	 7	   8.1	      11.881	         1.492	
155	 940	A	  2	H	 7	  10.0	      11.900	         1.477	
155	 940	A	  2	H	 7	  12.0	      11.920	         1.479	
155	 940	A	  2	H	 7	  13.0	      11.930	         1.467	
155	 940	A	  2	H	 7	  14.0	      11.940	         1.468	
155	 940	A	  2	H	 7	  16.0	      11.960	         1.412	
155	 940	A	  2	H	 7	  18.1	      11.981	         1.413	
155	 940	A	  2	H	 7	  19.0	      11.990	         1.251	
155	 940	A	  2	H	 7	  19.7	      11.997	         1.257	
155	 940	A	  2	H	 7	  22.3	      12.023	         1.246	
155	 940	A	  2	H	 7	  24.5	      12.045	         1.418	
155	 940	A	  2	H	 7	  26.8	      12.068	         1.301	
155	 940	A	  2	H	 7	  29.2	      12.092	         1.283	
155	 940	A	  2	H	 7	  31.6	      12.116	         1.330	
155	 940	A	  2	H	 7	  33.9	      12.139	         1.263	
155	 940	A	  2	H	 7	  36.2	      12.162	         1.345	
155	 940	A	  2	H	 7	  38.6	      12.186	         1.340	
155	 940	A	  2	H	 7	  41.0	      12.210	         1.396	
155	 940	A	  2	H	 7	  43.2	      12.232	         1.382	
155	 940	A	  2	H	 7	  45.5	      12.255	         1.292	
155	 940	A	  2	H	 7	  47.8	      12.278	         1.417	
155	 940	A	  2	H	 7	  50.5	      12.305	         1.356	
155	 940	A	  2	H	 7	  52.5	      12.325	         1.327	
155	 940	A	  2	H	 7	  54.9	      12.349	         1.292	
155	 940	A	  2	H	 7	  57.2	      12.372	         1.364	
155	 940	A	  2	H	 7	  59.7	      12.397	         1.337	
155	 940	A	  3	H	 1	   4.0	      12.340	         1.044	
155	 940	A	  3	H	 1	   6.1	      12.361	         1.556	
155	 940	A	  3	H	 1	   7.0	      12.370	         1.634	
155	 940	A	  3	H	 1	   8.0	      12.380	         1.642	
155	 940	A	  3	H	 1	  10.0	      12.400	         1.641	
155	 940	A	  3	H	 1	  12.1	      12.421	         1.655	
155	 940	A	  3	H	 1	  13.0	      12.430	         1.660	
155	 940	A	  3	H	 1	  14.0	      12.440	         1.623	
155	 940	A	  3	H	 1	  16.0	      12.460	         1.601	
155	 940	A	  3	H	 1	  18.1	      12.481	         1.616	
155	 940	A	  3	H	 1	  19.0	      12.490	         1.629	
155	 940	A	  3	H	 1	  19.7	      12.497	         1.422	
155	 940	A	  3	H	 1	  22.0	      12.520	         1.271	
155	 940	A	  3	H	 1	  23.8	      12.538	         1.300	
155	 940	A	  3	H	 1	  25.0	      12.550	         1.432	
155	 940	A	  3	H	 1	  25.9	      12.559	         1.267	
155	 940	A	  3	H	 1	  28.0	      12.580	         1.207	
155	 940	A	  3	H	 1	  30.2	      12.602	         1.262	
155	 940	A	  3	H	 1	  31.5	      12.615	         1.395	
155	 940	A	  3	H	 1	  34.0	      12.640	         1.496	
155	 940	A	  3	H	 1	  35.7	      12.657	         1.547	
155	 940	A	  3	H	 1	  37.0	      12.670	         1.575	
155	 940	A	  3	H	 1	  37.5	      12.675	         1.585	
155	 940	A	  3	H	 1	  40.0	      12.700	         1.624	
155	 940	A	  3	H	 1	  41.3	      12.713	         1.597	
155	 940	A	  3	H	 1	  43.4	      12.734	         1.412	
155	 940	A	  3	H	 1	  46.0	      12.760	         1.381	
155	 940	A	  3	H	 1	  47.2	      12.772	         1.332	
155	 940	A	  3	H	 1	  49.0	      12.790	         1.143	
155	 940	A	  3	H	 1	  51.3	      12.813	         1.093	
155	 940	A	  3	H	 1	  52.0	      12.820	         1.387	
155	 940	A	  3	H	 1	  53.2	      12.832	         1.523	
155	 940	A	  3	H	 1	  55.0	      12.850	         1.496	
155	 940	A	  3	H	 1	  57.0	      12.870	         1.548	
155	 940	A	  3	H	 1	  58.0	      12.880	         1.491	
155	 940	A	  3	H	 1	  58.8	      12.888	         1.428	
155	 940	A	  3	H	 1	  61.0	      12.910	         1.494	
155	 940	A	  3	H	 1	  62.9	      12.929	         1.505	
155	 940	A	  3	H	 1	  64.0	      12.940	         1.382	
155	 940	A	  3	H	 1	  66.3	      12.963	         1.491	
155	 940	A	  3	H	 1	  67.0	      12.970	         1.512	
155	 940	A	  3	H	 1	  67.9	      12.979	         1.421	
155	 940	A	  3	H	 1	  70.1	      13.001	         1.544	
155	 940	A	  3	H	 1	  72.3	      13.023	         1.358	
155	 940	A	  3	H	 1	  73.9	      13.039	         1.441	
155	 940	A	  3	H	 1	  76.0	      13.060	         1.173	
155	 940	A	  3	H	 1	  78.1	      13.081	         1.109	
155	 940	A	  3	H	 1	  79.0	      13.090	         1.267	
155	 940	A	  3	H	 1	  80.5	      13.105	         1.195	
155	 940	A	  3	H	 1	  81.9	      13.119	         1.133	
155	 940	A	  3	H	 1	  85.0	      13.150	         1.203	
155	 940	A	  3	H	 1	  86.4	      13.164	         0.893	
155	 940	A	  3	H	 1	  88.0	      13.180	         1.318	
155	 940	A	  3	H	 1	  91.0	      13.210	         1.414	
155	 940	A	  3	H	 1	  92.1	      13.221	         1.434	
155	 940	A	  3	H	 1	  94.0	      13.240	         1.185	
155	 940	A	  3	H	 1	  96.1	      13.261	         1.193	
155	 940	A	  3	H	 1	  97.0	      13.270	         1.516	
155	 940	A	  3	H	 1	  97.8	      13.278	         1.488	
155	 940	A	  3	H	 1	 100.0	      13.300	         1.471	
155	 940	A	  3	H	 1	 101.8	      13.318	         1.408	
155	 940	A	  3	H	 1	 103.0	      13.330	         1.492	
155	 940	A	  3	H	 1	 103.6	      13.336	         0.790	
155	 940	A	  3	H	 1	 106.0	      13.360	         1.343	
155	 940	A	  3	H	 1	 107.8	      13.378	         1.459	
155	 940	A	  3	H	 1	 109.0	      13.390	         1.495	
155	 940	A	  3	H	 1	 110.1	      13.401	         0.964	
155	 940	A	  3	H	 1	 112.3	      13.423	         1.135	
155	 940	A	  3	H	 1	 114.7	      13.447	         1.178	
155	 940	A	  3	H	 1	 117.0	      13.470	         1.481	
155	 940	A	  3	H	 1	 119.4	      13.494	         1.459	
155	 940	A	  3	H	 1	 121.7	      13.517	         1.534	
155	 940	A	  3	H	 1	 124.0	      13.540	         1.471	
155	 940	A	  3	H	 1	 126.4	      13.564	         1.469	
155	 940	A	  3	H	 1	 128.7	      13.587	         1.468	
155	 940	A	  3	H	 1	 131.0	      13.610	         1.545	
155	 940	A	  3	H	 1	 133.4	      13.634	         1.467	
155	 940	A	  3	H	 1	 135.8	      13.658	         1.443	
155	 940	A	  3	H	 1	 138.2	      13.682	         1.470	
155	 940	A	  3	H	 1	 139.1	      13.691	         1.410	
155	 940	A	  3	H	 1	 140.4	      13.704	         1.417	
155	 940	A	  3	H	 1	 142.5	      13.725	         1.124	
155	 940	A	  3	H	 1	 144.9	      13.749	         1.403	
155	 940	A	  3	H	 1	 147.2	      13.772	         0.125	
155	 940	A	  3	H	 2	   3.9	      13.839	         1.798	
155	 940	A	  3	H	 2	   6.4	      13.864	         1.852	
155	 940	A	  3	H	 2	   7.0	      13.870	         1.845	
155	 940	A	  3	H	 2	   8.0	      13.880	         1.823	
155	 940	A	  3	H	 2	  10.1	      13.901	         1.842	
155	 940	A	  3	H	 2	  12.1	      13.921	         1.834	
155	 940	A	  3	H	 2	  13.0	      13.930	         1.821	
155	 940	A	  3	H	 2	  13.6	      13.936	         1.820	
155	 940	A	  3	H	 2	  16.0	      13.960	         1.585	
155	 940	A	  3	H	 2	  17.7	      13.977	         1.580	
155	 940	A	  3	H	 2	  18.9	      13.989	         1.563	
155	 940	A	  3	H	 2	  19.7	      13.997	         1.353	
155	 940	A	  3	H	 2	  22.0	      14.020	         1.244	
155	 940	A	  3	H	 2	  23.6	      14.036	         1.171	
155	 940	A	  3	H	 2	  25.0	      14.050	         1.215	
155	 940	A	  3	H	 2	  25.6	      14.056	         1.387	
155	 940	A	  3	H	 2	  28.0	      14.080	         1.489	
155	 940	A	  3	H	 2	  29.7	      14.097	         1.699	
155	 940	A	  3	H	 2	  31.5	      14.115	         1.883	
155	 940	A	  3	H	 2	  34.0	      14.140	         1.961	
155	 940	A	  3	H	 2	  35.5	      14.155	         1.949	
155	 940	A	  3	H	 2	  37.3	      14.173	         1.940	
155	 940	A	  3	H	 2	  40.0	      14.200	         1.953	
155	 940	A	  3	H	 2	  41.4	      14.214	         1.989	
155	 940	A	  3	H	 2	  43.1	      14.231	         1.909	
155	 940	A	  3	H	 2	  45.3	      14.253	         1.958	
155	 940	A	  3	H	 2	  46.0	      14.260	         1.925	
155	 940	A	  3	H	 2	  47.1	      14.271	         2.020	
155	 940	A	  3	H	 2	  49.0	      14.290	         2.059	
155	 940	A	  3	H	 2	  51.2	      14.312	         2.042	
155	 940	A	  3	H	 2	  51.9	      14.319	         1.965	
155	 940	A	  3	H	 2	  53.1	      14.331	         2.014	
155	 940	A	  3	H	 2	  55.1	      14.351	         1.987	
155	 940	A	  3	H	 2	  57.2	      14.372	         2.019	
155	 940	A	  3	H	 2	  58.0	      14.380	         2.011	
155	 940	A	  3	H	 2	  58.7	      14.387	         1.994	
155	 940	A	  3	H	 2	  61.0	      14.410	         2.005	
155	 940	A	  3	H	 2	  62.7	      14.427	         2.015	
155	 940	A	  3	H	 2	  64.4	      14.444	         2.067	
155	 940	A	  3	H	 2	  67.0	      14.470	         2.083	
