Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	 13	X	 4	 140.00	     109.680	NRM      	      	AFD       	   20	 53.20	 22.70	5.149E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 145.00	     109.730	NRM      	      	AFD       	   20	 18.10	 21.60	3.827E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 150.00	     109.780	NRM      	      	AFD       	   20	352.60	 14.50	3.276E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 5	   0.00	     109.780	NRM      	      	AFD       	   20	 21.80	 19.50	2.252E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	   5.00	     109.830	NRM      	      	AFD       	   20	 37.60	 23.00	4.512E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  10.00	     109.880	NRM      	      	AFD       	   20	 36.10	 23.90	6.227E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  15.00	     109.930	NRM      	      	AFD       	   20	 45.10	 21.30	6.557E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  20.00	     109.980	NRM      	      	AFD       	   20	 34.30	 21.20	6.093E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  25.00	     110.030	NRM      	      	AFD       	   20	 14.60	 26.00	5.065E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  30.00	     110.080	NRM      	      	AFD       	   20	  9.60	 29.40	5.668E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  35.00	     110.130	NRM      	      	AFD       	   20	  7.40	 30.60	6.559E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  40.00	     110.180	NRM      	      	AFD       	   20	  3.50	 33.30	6.334E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  45.00	     110.230	NRM      	      	AFD       	   20	 21.30	 31.90	5.103E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  50.00	     110.280	NRM      	      	AFD       	   20	 55.50	 18.10	6.510E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  55.00	     110.330	NRM      	      	AFD       	   20	 25.50	 27.10	4.573E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  60.00	     110.380	NRM      	      	AFD       	   20	340.10	 29.00	5.535E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  65.00	     110.430	NRM      	      	AFD       	   20	353.10	 35.60	4.858E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  70.00	     110.480	NRM      	      	AFD       	   20	 43.70	 34.10	4.931E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  75.00	     110.530	NRM      	      	AFD       	   20	 58.70	 29.90	6.061E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  80.00	     110.580	NRM      	      	AFD       	   20	 58.90	 23.50	8.140E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  85.00	     110.630	NRM      	      	AFD       	   20	 28.60	 22.00	8.555E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  90.00	     110.680	NRM      	      	AFD       	   20	  2.10	 30.90	6.075E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	  95.00	     110.730	NRM      	      	AFD       	   20	348.70	 49.20	5.310E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	 100.00	     110.780	NRM      	      	AFD       	   20	 80.20	 78.20	5.800E+00	          	           	           	           	  1900	
155	 940	A	 13	X	 5	 105.00	     110.830	NRM      	      	AFD       	   20	 68.80	 72.30	5.367E+00	          	           	           	           	  1900	
155	 940	A	 14	X	 1	   0.00	     113.600	NRM      	      	AFD       	   20	275.40	 60.30	1.951E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	   0.00	     113.600	NRM      	      	AFD       	   27	244.10	 64.80	1.263E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	   5.00	     113.650	NRM      	      	AFD       	   20	  3.10	 59.90	4.296E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	   5.00	     113.650	NRM      	      	AFD       	   27	 10.10	 65.70	2.542E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  10.00	     113.700	NRM      	      	AFD       	   20	 18.10	 50.60	5.691E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  10.00	     113.700	NRM      	      	AFD       	   27	 19.00	 52.00	3.422E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  15.00	     113.750	NRM      	      	AFD       	   20	 20.70	 44.90	5.574E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  15.00	     113.750	NRM      	      	AFD       	   27	 17.50	 43.50	3.665E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  20.00	     113.800	NRM      	      	AFD       	   20	 65.50	 44.20	3.026E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  20.00	     113.800	NRM      	      	AFD       	   27	 66.90	 40.70	2.219E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  25.00	     113.850	NRM      	      	AFD       	   20	 64.40	 28.80	9.593E-01	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  25.00	     113.850	NRM      	      	AFD       	   27	 96.00	 24.70	1.059E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  30.00	     113.900	NRM      	      	AFD       	   20	 12.50	  9.40	2.443E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  30.00	     113.900	NRM      	      	AFD       	   27	 36.50	 14.40	1.446E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  35.00	     113.950	NRM      	      	AFD       	   20	 18.70	 18.60	5.210E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  35.00	     113.950	NRM      	      	AFD       	   27	 23.80	 20.10	3.114E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  40.00	     114.000	NRM      	      	AFD       	   20	 21.50	 27.60	7.029E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  40.00	     114.000	NRM      	      	AFD       	   27	 23.40	 27.20	4.669E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  45.00	     114.050	NRM      	      	AFD       	   20	 36.90	 38.40	5.259E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  45.00	     114.050	NRM      	      	AFD       	   27	 39.80	 37.30	3.563E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  50.00	     114.100	NRM      	      	AFD       	   20	 39.70	 55.80	3.631E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  50.00	     114.100	NRM      	      	AFD       	   27	 44.50	 54.20	2.491E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  55.00	     114.150	NRM      	      	AFD       	   20	 72.30	 62.10	2.682E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  55.00	     114.150	NRM      	      	AFD       	   27	 78.00	 61.40	1.821E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  60.00	     114.200	NRM      	      	AFD       	   20	  7.50	 51.20	2.696E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  60.00	     114.200	NRM      	      	AFD       	   27	 11.20	 52.20	1.754E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  65.00	     114.250	NRM      	      	AFD       	   20	359.40	 31.10	4.464E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  65.00	     114.250	NRM      	      	AFD       	   27	  2.10	 31.20	2.923E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  70.00	     114.300	NRM      	      	AFD       	   20	357.20	 24.50	5.646E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  70.00	     114.300	NRM      	      	AFD       	   27	359.60	 24.00	3.779E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  75.00	     114.350	NRM      	      	AFD       	   20	  9.60	 29.20	4.151E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  75.00	     114.350	NRM      	      	AFD       	   27	 13.90	 29.00	2.756E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  80.00	     114.400	NRM      	      	AFD       	   20	329.90	 35.10	3.008E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  80.00	     114.400	NRM      	      	AFD       	   27	326.30	 33.40	1.989E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  85.00	     114.450	NRM      	      	AFD       	   20	330.30	 51.70	1.798E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  85.00	     114.450	NRM      	      	AFD       	   27	319.50	 50.70	1.128E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  90.00	     114.500	NRM      	      	AFD       	   20	 12.70	 22.50	2.790E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  90.00	     114.500	NRM      	      	AFD       	   27	 15.20	 24.30	1.742E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	  95.00	     114.550	NRM      	      	AFD       	   20	355.70	  6.60	4.782E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	  95.00	     114.550	NRM      	      	AFD       	   27	356.70	  6.10	3.122E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 100.00	     114.600	NRM      	      	AFD       	   20	357.00	 -5.30	6.278E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 100.00	     114.600	NRM      	      	AFD       	   27	357.90	 -5.80	4.158E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 105.00	     114.650	NRM      	      	AFD       	   20	  1.50	-12.30	5.903E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 105.00	     114.650	NRM      	      	AFD       	   27	  2.80	-11.40	4.031E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 110.00	     114.700	NRM      	      	AFD       	   20	  8.40	-19.30	5.174E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 110.00	     114.700	NRM      	      	AFD       	   27	 12.40	-17.40	3.454E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 115.00	     114.750	NRM      	      	AFD       	   20	348.90	-15.20	4.507E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 115.00	     114.750	NRM      	      	AFD       	   27	352.20	-12.70	2.983E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 120.00	     114.800	NRM      	      	AFD       	   20	327.00	  0.10	3.760E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 120.00	     114.800	NRM      	      	AFD       	   27	328.40	  1.60	2.421E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 125.00	     114.850	NRM      	      	AFD       	   20	315.20	 28.90	2.077E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 125.00	     114.850	NRM      	      	AFD       	   27	308.80	 34.40	1.340E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 130.00	     114.900	NRM      	      	AFD       	   20	  8.40	 43.80	1.860E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 130.00	     114.900	NRM      	      	AFD       	   27	 12.80	 54.00	1.096E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 135.00	     114.950	NRM      	      	AFD       	   20	 23.00	 15.30	4.653E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 135.00	     114.950	NRM      	      	AFD       	   27	 26.50	 16.10	2.906E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 140.00	     115.000	NRM      	      	AFD       	   20	  8.30	 13.90	7.218E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 140.00	     115.000	NRM      	      	AFD       	   27	  9.20	 14.00	4.612E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 145.00	     115.050	NRM      	      	AFD       	   20	 11.80	 14.00	6.408E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 145.00	     115.050	NRM      	      	AFD       	   27	 13.50	 13.60	3.994E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 1	 150.00	     115.100	NRM      	      	AFD       	   20	  0.40	 19.30	2.878E+00	          	           	           	           	  1901	
155	 940	A	 14	X	 1	 150.00	     115.100	NRM      	      	AFD       	   27	358.50	 19.70	1.721E+00	          	           	           	           	  1902	
155	 940	A	 14	X	 2	   0.00	     115.100	NRM      	      	AFD       	   20	279.90	 17.50	9.507E-01	          	           	           	           	  1903	
155	 940	A	 14	X	 2	   5.00	     115.150	NRM      	      	AFD       	   20	288.50	 22.70	2.494E+00	          	           	           	           	  1903	
155	 940	A	 14	X	 2	  10.00	     115.200	NRM      	      	AFD       	   20	300.10	 26.30	2.788E+00	          	           	           	           	  1903	
155	 940	A	 14	X	 2	  15.00	     115.250	NRM      	      	AFD       	   20	341.90	 21.80	1.913E+00	          	           	           	           	  1903	
155	 940	A	 14	X	 2	  20.00	     115.300	NRM      	      	AFD       	   20	  0.60	  4.60	1.776E+00	          	           	           	           	  1903	
155	 940	A	 14	X	 2	  25.00	     115.350	NRM      	      	AFD       	   20	341.30	  8.20	1.158E+00	          	           	           	           	  1903	
